Genome,Study,Country,Region,Year,Accession,Database,Continent
PD0538-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216513,varDB,Asia
PD0539-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221505,varDB,Asia
PD0540-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221506,varDB,Asia
PD0541-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221507,varDB,Asia
PD0543-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221508,varDB,Asia
PD0544-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221509,varDB,Asia
PD0545-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221510,varDB,Asia
PD0546-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221511,varDB,Asia
PD0547-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223062,varDB,Asia
PD0548-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223063,varDB,Asia
PD0549-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216514,varDB,Asia
PD0550-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR216515,varDB,Asia
PD0552-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR216516,varDB,Asia
PD0553-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216517,varDB,Asia
PD0554-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223064,varDB,Asia
PD0555-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216518,varDB,Asia
PD0556-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216519,varDB,Asia
PD0557-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223065,varDB,Asia
PD0558-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223066,varDB,Asia
PD0559-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216520,varDB,Asia
PD0561-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223067,varDB,Asia
PD0562-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223068,varDB,Asia
PD0563-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223069,varDB,Asia
PD0564-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223070,varDB,Asia
PD0565-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223071,varDB,Asia
PD0566-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223072,varDB,Asia
PD0567-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223073,varDB,Asia
PD0569-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216539,varDB,Asia
PD0570-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216540,varDB,Asia
PD0571-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216541,varDB,Asia
PD0572-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216521,varDB,Asia
PD0574-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216522,varDB,Asia
PD0575-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248938,varDB,Asia
PD0576-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248942,varDB,Asia
PD0577-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248943,varDB,Asia
PD0578-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248944,varDB,Asia
PD0580-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248946,varDB,Asia
PD0581-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248947,varDB,Asia
PD0582-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248948,varDB,Asia
PD0583-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248949,varDB,Asia
PD0584-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248939,varDB,Asia
PD0585-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248940,varDB,Asia
PD0586-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248941,varDB,Asia
PD0587-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337555,varDB,Asia
PD0589-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337557,varDB,Asia
PD0590-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337571,varDB,Asia
PD0591-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337554,varDB,Asia
PD0592-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337564,varDB,Asia
PD0626-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR426121,varDB,Asia
PD0627-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR426082,varDB,Asia
PD0629-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR404249,varDB,Asia
PD0630-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR404250,varDB,Asia
PD0632-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR426028,varDB,Asia
PD0635-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR404185,varDB,Asia
PD0636-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR426016,varDB,Asia
PD0637-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR404256,varDB,Asia
PD0638-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR426107,varDB,Asia
PD0640-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR404227,varDB,Asia
PD0648-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2011,ERR425999,varDB,Asia
PD0651-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426036,varDB,Asia
PD0658-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426022,varDB,Asia
PD0659-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426034,varDB,Asia
PD0662-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426023,varDB,Asia
PD0663-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR404248,varDB,Asia
PD0664-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426033,varDB,Asia
PD0665-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426115,varDB,Asia
PD0667-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2013,ERR426130,varDB,Asia
PD0668-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2013,ERR426140,varDB,Asia
PD0670-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2013,ERR404221,varDB,Asia
PF0004-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR021976,varDB,Africa
PF0006-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR199977,varDB,Africa
PF0009-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR015363,varDB,Africa
PF0010-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR015349,varDB,Africa
PF0011-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR015326,varDB,Africa
PF0012-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211556,varDB,Africa
PF0016-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023682,varDB,Africa
PF0020-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR199978,varDB,Africa
PF0021-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR015316,varDB,Africa
PF0022-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018949,varDB,Africa
PF0024-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018942,varDB,Africa
PF0025-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR015405,varDB,Africa
PF0026-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR015356,varDB,Africa
PF0027-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211523,varDB,Africa
PF0029-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020110,varDB,Africa
PF0030-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR199970,varDB,Africa
PF0031-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023660,varDB,Africa
PF0033-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR199971,varDB,Africa
PF0035-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018970,varDB,Africa
PF0036-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018965,varDB,Africa
PF0037-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR263689,varDB,Africa
PF0038-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018935,varDB,Africa
PF0039-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023662,varDB,Africa
PF0040-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020106,varDB,Africa
PF0041-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR199972,varDB,Africa
PF0042-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023672,varDB,Africa
PF0043-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018943,varDB,Africa
PF0045-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023677,varDB,Africa
PF0046-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR021974,varDB,Africa
PF0047-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018954,varDB,Africa
PF0048-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211486,varDB,Africa
PF0049-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020111,varDB,Africa
PF0050-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023678,varDB,Africa
PF0051-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018973,varDB,Africa
PF0052-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211545,varDB,Africa
PF0053-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211546,varDB,Africa
PF0054-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018971,varDB,Africa
PF0057-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018968,varDB,Africa
PF0058-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018945,varDB,Africa
PF0062-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018969,varDB,Africa
PF0063-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022532,varDB,Africa
PF0064-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211542,varDB,Africa
PF0065-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211543,varDB,Africa
PF0066-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211539,varDB,Africa
PF0073-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018967,varDB,Africa
PF0074-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018975,varDB,Africa
PF0075-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211487,varDB,Africa
PF0077-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020115,varDB,Africa
PF0078-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR216468,varDB,Africa
PF0079-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211488,varDB,Africa
PF0080-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018966,varDB,Africa
PF0081-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022860,varDB,Africa
PF0084-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018974,varDB,Africa
PF0090-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR018964,varDB,Africa
PF0092-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR263683,varDB,Africa
PF0095-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR199973,varDB,Africa
PF0096-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR027096,varDB,Africa
PF0097-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022916,varDB,Africa
PF0098-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020117,varDB,Africa
PF0099-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023665,varDB,Africa
PF0100-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022701,varDB,Africa
PF0101-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR027097,varDB,Africa
PF0102-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022533,varDB,Africa
PF0103-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR027098,varDB,Africa
PF0104-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022912,varDB,Africa
PF0105-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR263680,varDB,Africa
PF0106-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR263686,varDB,Africa
PF0107-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022534,varDB,Africa
PF0108-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020118,varDB,Africa
PF0109-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023157,varDB,Africa
PF0111-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211548,varDB,Africa
PF0112-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023158,varDB,Africa
PF0113-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023154,varDB,Africa
PF0114-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022529,varDB,Africa
PF0115-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023159,varDB,Africa
PF0116-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022535,varDB,Africa
PF0117-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020119,varDB,Africa
PF0118-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211536,varDB,Africa
PF0119-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211552,varDB,Africa
PF0122-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022530,varDB,Africa
PF0123-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023032,varDB,Africa
PF0124-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR263685,varDB,Africa
PF0125-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023155,varDB,Africa
PF0127-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020121,varDB,Africa
PF0129-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211491,varDB,Africa
PF0131-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023156,varDB,Africa
PF0132-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022921,varDB,Africa
PF0133-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022910,varDB,Africa
PF0134-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR023160,varDB,Africa
PF0136-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022922,varDB,Africa
PF0137-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022537,varDB,Africa
PF0138-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR263681,varDB,Africa
PF0140-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022703,varDB,Africa
PF0141-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022897,varDB,Africa
PF0142-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR020122,varDB,Africa
PF0143-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR022898,varDB,Africa
PF0144-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211492,varDB,Africa
PF0145-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR022913,varDB,Africa
PF0146-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211493,varDB,Africa
PF0148-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR019549,varDB,Africa
PF0149-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211495,varDB,Africa
PF0150-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211496,varDB,Africa
PF0152-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211530,varDB,Africa
PF0153-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211497,varDB,Africa
PF0154-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211524,varDB,Africa
PF0155-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211449,varDB,Africa
PF0156-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211510,varDB,Africa
PF0157-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211498,varDB,Africa
PF0158-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR211499,varDB,Africa
PF0159-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211500,varDB,Africa
PF0160-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211511,varDB,Africa
PF0161-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211501,varDB,Africa
PF0162-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR199974,varDB,Africa
PF0163-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR211512,varDB,Africa
PF0164-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211502,varDB,Africa
PF0167-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211454,varDB,Africa
PF0168-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211453,varDB,Africa
PF0169-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR223041,varDB,Africa
PF0170-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR199975,varDB,Africa
PF0172-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045574,varDB,Africa
PF0175-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045575,varDB,Africa
PF0176-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR205932,varDB,Africa
PF0177-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042723,varDB,Africa
PF0178-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR039235,varDB,Africa
PF0180-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR029957,varDB,Africa
PF0184-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR036144,varDB,Africa
PF0185-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR036145,varDB,Africa
PF0186-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045576,varDB,Africa
PF0188-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR037383,varDB,Africa
PF0189-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045577,varDB,Africa
PF0190-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR031075,varDB,Africa
PF0191-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR029961,varDB,Africa
PF0192-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR036146,varDB,Africa
PF0193-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042714,varDB,Africa
PF0195-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045578,varDB,Africa
PF0196-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045579,varDB,Africa
PF0197-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR036147,varDB,Africa
PF0198-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045580,varDB,Africa
PF0199-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042720,varDB,Africa
PF0202-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR032147,varDB,Africa
PF0203-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042711,varDB,Africa
PF0204-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR039236,varDB,Africa
PF0205-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042648,varDB,Africa
PF0206-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045581,varDB,Africa
PF0207-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045582,varDB,Africa
PF0211-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045583,varDB,Africa
PF0212-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045584,varDB,Africa
PF0213-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045585,varDB,Africa
PF0214-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR035359,varDB,Africa
PF0217-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR029962,varDB,Africa
PF0218-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045586,varDB,Africa
PF0219-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR029958,varDB,Africa
PF0221-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR029963,varDB,Africa
PF0222-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045587,varDB,Africa
PF0223-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045588,varDB,Africa
PF0225-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045589,varDB,Africa
PF0226-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042635,varDB,Africa
PF0228-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045613,varDB,Africa
PF0229-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045590,varDB,Africa
PF0230-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR029964,varDB,Africa
PF0231-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045614,varDB,Africa
PF0232-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR029959,varDB,Africa
PF0233-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042240,varDB,Africa
PF0234-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR029960,varDB,Africa
PF0235-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR032148,varDB,Africa
PF0238-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045591,varDB,Africa
PF0239-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045592,varDB,Africa
PF0240-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042645,varDB,Africa
PF0241-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045615,varDB,Africa
PF0242-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045593,varDB,Africa
PF0245-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR039892,varDB,Africa
PF0246-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045594,varDB,Africa
PF0248-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR035360,varDB,Africa
PF0249-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR036141,varDB,Africa
PF0250-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR263687,varDB,Africa
PF0252-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR035361,varDB,Africa
PF0253-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211534,varDB,Africa
PF0254-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR035362,varDB,Africa
PF0255-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045616,varDB,Africa
PF0256-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045603,varDB,Africa
PF0259-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045604,varDB,Africa
PF0260-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR035363,varDB,Africa
PF0261-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042696,varDB,Africa
PF0262-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045605,varDB,Africa
PF0263-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045619,varDB,Africa
PF0264-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR205933,varDB,Africa
PF0265-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211562,varDB,Africa
PF0266-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR490341,varDB,Africa
PF0267-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045620,varDB,Africa
PF0268-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211550,varDB,Africa
PF0270-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR045606,varDB,Africa
